ID,yearID,teamID,team_ID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr,ID:1,yearID:1,teamID:1,team_ID:1,lgID:1,playerID:1,salary,playerID:2,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,birth_date,debut_date,finalgame_date,death_date
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,6627,1994,CAL,2157,AL,anderga01,109000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,7523,1995,CAL,2185,AL,anderga01,114000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,8504,1996,CAL,2213,AL,anderga01,250000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,9336,1997,ANA,2238,AL,anderga01,600000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,10260,1998,ANA,2266,AL,anderga01,1500000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,11258,1999,ANA,2296,AL,anderga01,2200000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,12264,2000,ANA,2326,AL,anderga01,3250000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,13100,2001,ANA,2356,AL,anderga01,4500000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,13960,2002,ANA,2386,AL,anderga01,5e+6,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,14806,2003,ANA,2416,AL,anderga01,5350000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,15633,2004,ANA,2446,AL,anderga01,6200000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,16823,2005,LAA,2489,AL,anderga01,9600000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,17652,2006,LAA,2519,AL,anderga01,10600000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,18482,2007,LAA,2549,AL,anderga01,11600000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,19324,2008,LAA,2579,AL,anderga01,12600000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,19838,2009,ATL,2597,NL,anderga01,2500000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77941,1999,ANA,2296,AL,anderga01,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1,21008,2010,LAN,2640,NL,anderga01,550000,anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,Garret Joseph,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01,1972-06-30,1994-07-27,2010-08-06,
77991,1999,ANA,2296,AL,belchti01,24,24,2,24,24,0,0,0,0,0,0,0,0,0,0,0,0,2196,1988,LAN,2007,NL,belchti01,78000,belchti01,1961,10,19,USA,OH,Mount Gilead,,,,,,,Tim,Belcher,Timothy Wayne,210,75,R,R,1987-09-06,2000-09-30,belct001,belchti01,1961-10-19,1987-09-06,2000-09-30,
77991,1999,ANA,2296,AL,belchti01,24,24,2,24,24,0,0,0,0,0,0,0,0,0,0,0,0,2873,1989,LAN,2033,NL,belchti01,225000,belchti01,1961,10,19,USA,OH,Mount Gilead,,,,,,,Tim,Belcher,Timothy Wayne,210,75,R,R,1987-09-06,2000-09-30,belct001,belchti01,1961-10-19,1987-09-06,2000-09-30,
77991,1999,ANA,2296,AL,belchti01,24,24,2,24,24,0,0,0,0,0,0,0,0,0,0,0,0,3654,1990,LAN,2059,NL,belchti01,450000,belchti01,1961,10,19,USA,OH,Mount Gilead,,,,,,,Tim,Belcher,Timothy Wayne,210,75,R,R,1987-09-06,2000-09-30,belct001,belchti01,1961-10-19,1987-09-06,2000-09-30,
