ahmedni01,Nick,Ahmed,Nicholas Mark,,ahmedni01,2016,ARI,NL,ahmedni01,521600,25,18,25,20,0,0,0,2,0,18,0,0,0,0,0,1,4
ahmedni01,Nick,Ahmed,Nicholas Mark,,ahmedni01,2016,ARI,NL,ahmedni01,521600,134,116,134,129,0,0,0,0,0,129,0,0,0,0,0,6,3
ahmedni01,Nick,Ahmed,Nicholas Mark,,ahmedni01,2016,ARI,NL,ahmedni01,521600,90,80,90,88,0,0,0,0,0,88,0,0,0,0,0,3,1
ahmedni01,Nick,Ahmed,Nicholas Mark,,ahmedni01,2016,ARI,NL,ahmedni01,521600,53,41,53,48,0,0,0,0,0,48,0,0,0,0,0,7,0
ahmedni01,Nick,Ahmed,Nicholas Mark,,ahmedni01,2016,ARI,NL,ahmedni01,521600,153,135,153,148,0,0,0,0,0,148,0,0,0,0,0,6,2
ahmedni01,Nick,Ahmed,Nicholas Mark,,ahmedni01,2016,ARI,NL,ahmedni01,521600,158,155,158,158,0,0,0,0,0,158,0,0,0,0,0,2,0
barreja01,Jake,Barrett,Jake Dalton,,barreja01,2016,ARI,NL,barreja01,507500,68,0,65,68,68,0,0,0,0,0,0,0,0,0,0,0,0
barreja01,Jake,Barrett,Jake Dalton,,barreja01,2016,ARI,NL,barreja01,507500,28,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
barreja01,Jake,Barrett,Jake Dalton,,barreja01,2016,ARI,NL,barreja01,507500,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
barreja01,Jake,Barrett,Jake Dalton,,barreja01,2016,ARI,NL,barreja01,507500,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
brachsi01,Silvino,Bracho,Silvino,,brachsi01,2016,ARI,NL,brachsi01,509300,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
brachsi01,Silvino,Bracho,Silvino,,brachsi01,2016,ARI,NL,brachsi01,509300,26,0,25,26,26,0,0,0,0,0,0,0,0,0,0,0,0
brachsi01,Silvino,Bracho,Silvino,,brachsi01,2016,ARI,NL,brachsi01,509300,21,0,17,21,21,0,0,0,0,0,0,0,0,0,0,0,0
brachsi01,Silvino,Bracho,Silvino,,brachsi01,2016,ARI,NL,brachsi01,509300,31,0,30,31,31,0,0,0,0,0,0,0,0,0,0,0,0
britoso01,Socrates,Brito,Socrates Orel,,britoso01,2016,ARI,NL,britoso01,508500,18,5,18,7,0,0,0,0,0,0,1,1,5,7,0,9,3
britoso01,Socrates,Brito,Socrates Orel,,britoso01,2016,ARI,NL,britoso01,508500,40,23,40,36,0,0,0,0,0,0,7,17,16,36,0,2,2
britoso01,Socrates,Brito,Socrates Orel,,britoso01,2016,ARI,NL,britoso01,508500,24,9,24,15,0,0,0,0,0,0,3,1,11,15,0,10,0
britoso01,Socrates,Brito,Socrates Orel,,britoso01,2016,ARI,NL,britoso01,508500,17,11,17,17,0,0,0,0,0,0,1,4,12,17,0,1,1
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,7,5,7,5,0,5,0,0,0,0,0,0,0,0,0,2,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,52,46,52,49,0,49,1,0,0,0,0,0,0,0,0,5,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,113,107,113,111,0,111,0,0,0,0,0,0,0,0,0,2,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,110,103,110,106,0,106,0,0,0,0,0,0,0,0,0,5,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,80,72,80,74,0,74,0,0,0,0,0,0,0,0,1,6,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,24,8,24,9,0,9,0,0,0,0,0,0,0,0,0,15,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,6,5,6,5,0,5,0,0,0,0,0,0,0,0,1,0,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,113,104,113,107,0,107,0,0,0,0,0,0,0,0,1,8,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,96,92,96,88,0,88,0,0,0,0,0,0,0,0,6,3,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,49,46,49,43,0,43,0,0,0,0,0,0,0,0,4,2,0
castiwe01,Welington,Castillo,Welington Andres,,castiwe01,2016,ARI,NL,castiwe01,3700000,72,61,72,48,0,48,0,0,0,0,0,0,0,0,21,9,0
chafian01,Andrew,Chafin,Andrew Gregory,,chafian01,2016,ARI,NL,chafian01,519700,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
chafian01,Andrew,Chafin,Andrew Gregory,,chafian01,2016,ARI,NL,chafian01,519700,66,0,61,66,66,0,0,0,0,0,0,0,0,0,0,0,0
