anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,5,3,5,4,0,0,0,0,0,0,4,0,0,4,0,1,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,106,94,106,100,0,0,0,0,0,0,99,1,1,100,1,8,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,150,147,150,146,0,0,0,0,0,0,140,3,6,146,1,3,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,154,152,154,148,0,0,0,0,0,0,130,27,4,148,4,2,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,156,151,156,155,0,0,0,0,0,0,39,0,122,155,0,3,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,157,156,157,153,0,0,0,0,0,0,32,116,6,153,4,0,1
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,159,157,159,148,0,0,0,0,0,0,0,137,15,148,10,1,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,161,161,161,149,0,0,0,0,0,0,144,12,0,149,12,0,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,158,157,158,147,0,0,0,0,0,0,137,14,0,147,10,1,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,159,159,159,144,0,0,0,0,0,0,144,0,0,144,15,0,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,112,110,112,94,0,0,0,0,0,0,0,94,0,94,18,2,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,142,142,142,106,0,0,0,0,0,0,106,0,0,106,36,0,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,141,139,141,94,0,0,0,0,0,0,94,0,0,94,45,2,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,108,105,108,85,0,0,0,0,0,0,85,0,0,85,20,3,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,145,139,145,82,0,0,0,0,0,0,82,0,0,82,60,5,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,135,124,135,124,0,0,0,0,0,0,124,0,0,124,1,11,0
anderga01,Garret,Anderson,Garret Joseph,,anderga01,2002,ANA,AL,anderga01,5.00E+06,80,25,80,34,0,0,0,0,0,0,27,0,8,34,0,53,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,6,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,32,24,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,34,31,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,34,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,23,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,34,34,3,34,34,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,22,22,1,22,22,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,31,31,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,33,33,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,32,32,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,19,19,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
appieke01,Kevin,Appier,Robert Kevin,,appieke01,2002,ANA,AL,appieke01,9500000,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,22,16,22,21,21,0,0,0,0,0,0,0,0,0,0,0,1
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,5,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,43,13,43,42,42,0,0,0,0,0,0,0,0,0,0,5,1
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,20,1,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,32,25,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,25,6,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,38,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,35,1,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,60,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,61,0,59,59,59,0,0,0,0,0,0,0,0,0,0,2,0
cookde01,Dennis,Cook,Dennis Bryan,,cookde01,2002,ANA,AL,cookde01,1250000,73,0,70,73,73,0,0,0,0,0,0,0,0,0,0,0,0
